universe,universe_name,symbol,security_id,exchange_segment,instrument_type,company_name,series,source,mapping_status,source_symbol
hemant_good_200,Hemant Good 200,SKFINDIA,3186,NSE_EQ,EQUITY,SKF India,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,SKFINDIA
hemant_good_200,Hemant Good 200,FINCABLES,1038,NSE_EQ,EQUITY,Finolex Cables,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,FINCABLES
hemant_good_200,Hemant Good 200,GANESHHOUC,,,,,,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,missing_security_id,GANESHHOUC
hemant_good_200,Hemant Good 200,BLUESTARCO,8311,NSE_EQ,EQUITY,Blue Star,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,BLUESTARCO
hemant_good_200,Hemant Good 200,SUNDRMFAST,3345,NSE_EQ,EQUITY,Sundram Fasteners,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,SUNDRMFAST
hemant_good_200,Hemant Good 200,CSBBANK,14966,NSE_EQ,EQUITY,CSB Bank,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,CSBBANK
hemant_good_200,Hemant Good 200,3MINDIA,474,NSE_EQ,EQUITY,3M India,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,3MINDIA
hemant_good_200,Hemant Good 200,BDL,2144,NSE_EQ,EQUITY,Bharat Dynamics,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,BDL
hemant_good_200,Hemant Good 200,NBCC,31415,NSE_EQ,EQUITY,NBCC,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,NBCC
hemant_good_200,Hemant Good 200,BSOFT,6994,NSE_EQ,EQUITY,Birlasoft,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,BSOFT
hemant_good_200,Hemant Good 200,SONACOMS,4684,NSE_EQ,EQUITY,Sona BLW Precision Forgings,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,SONACOMS
hemant_good_200,Hemant Good 200,GHCL,1127,NSE_EQ,EQUITY,GHCL,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,GHCL
hemant_good_200,Hemant Good 200,BASF,368,NSE_EQ,EQUITY,BASF,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,BASF
hemant_good_200,Hemant Good 200,PFIZER,2643,NSE_EQ,EQUITY,Pfizer,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,PFIZER
hemant_good_200,Hemant Good 200,KANSAINER,1196,NSE_EQ,EQUITY,Kansai Nerolac Paints,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,KANSAINER
hemant_good_200,Hemant Good 200,MSUMI,8596,NSE_EQ,EQUITY,Motherson Sumi Wiring,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,MSUMI
